image_path,label,target,Imagenes
non_autistic\0286.jpg,non_autistic,1,"[[[0.48627451 0.44705882 0.37647059]
  [0.49803922 0.47058824 0.39607843]
  [0.50980392 0.48235294 0.40784314]
  ...
  [0.34509804 0.38431373 0.36078431]
  [0.35686275 0.39215686 0.35294118]
  [0.33333333 0.37254902 0.3254902 ]]

 [[0.4745098  0.44705882 0.37254902]
  [0.48627451 0.45882353 0.38431373]
  [0.49411765 0.47058824 0.39607843]
  ...
  [0.32941176 0.36862745 0.34509804]
  [0.32941176 0.36470588 0.3254902 ]
  [0.29803922 0.3372549  0.29019608]]

 [[0.48627451 0.47058824 0.4       ]
  [0.48235294 0.46666667 0.39607843]
  [0.4745098  0.45882353 0.38823529]
  ...
  [0.3254902  0.35294118 0.33333333]
  [0.30588235 0.3372549  0.30980392]
  [0.2745098  0.30980392 0.27058824]]

 ...

 [[0.91372549 0.98823529 0.97647059]
  [0.87843137 0.95294118 0.94117647]
  [0.85098039 0.9254902  0.91372549]
  ...
  [0.06666667 0.08627451 0.09803922]
  [0.0745098  0.08627451 0.10196078]
  [0.07058824 0.08235294 0.09803922]]

 [[0.92941176 0.99607843 0.98039216]
  [0.90588235 0.97254902 0.95686275]
  [0.87843137 0.94509804 0.92941176]
  ...
  [0.0745098  0.09411765 0.10588235]
  [0.0745098  0.08627451 0.10196078]
  [0.07058824 0.08235294 0.09803922]]

 [[0.91372549 0.98039216 0.96470588]
  [0.9254902  0.99215686 0.97647059]
  [0.90588235 0.96862745 0.94117647]
  ...
  [0.07058824 0.09019608 0.10196078]
  [0.07843137 0.09019608 0.10588235]
  [0.08627451 0.09803922 0.11372549]]]"
non_autistic\0843.jpg,non_autistic,1,"[[[0.30588235 0.3372549  0.33333333]
  [0.31372549 0.34509804 0.34117647]
  [0.30588235 0.3372549  0.33333333]
  ...
  [0.34117647 0.4627451  0.52156863]
  [0.33333333 0.44705882 0.50588235]
  [0.2745098  0.38823529 0.44705882]]

 [[0.32156863 0.35294118 0.34901961]
  [0.32156863 0.35294118 0.34901961]
  [0.32156863 0.35294118 0.34901961]
  ...
  [0.30980392 0.43137255 0.49019608]
  [0.33333333 0.44705882 0.50588235]
  [0.32941176 0.44313725 0.50196078]]

 [[0.31372549 0.34901961 0.3372549 ]
  [0.30980392 0.34509804 0.33333333]
  [0.30980392 0.35294118 0.34509804]
  ...
  [0.32941176 0.45882353 0.51764706]
  [0.36470588 0.48627451 0.54509804]
  [0.36470588 0.48627451 0.54509804]]

 ...

 [[0.12156863 0.19215686 0.23529412]
  [0.13333333 0.20392157 0.24705882]
  [0.1372549  0.20784314 0.25098039]
  ...
  [0.49411765 0.49019608 0.59215686]
  [0.2745098  0.2745098  0.36862745]
  [0.23921569 0.23921569 0.33333333]]

 [[0.11764706 0.19215686 0.24313725]
  [0.1372549  0.21176471 0.2627451 ]
  [0.14901961 0.21960784 0.2627451 ]
  ...
  [0.35686275 0.35294118 0.45490196]
  [0.25098039 0.25098039 0.34509804]
  [0.29019608 0.29803922 0.39215686]]

 [[0.11764706 0.19215686 0.24313725]
  [0.12156863 0.19607843 0.24705882]
  [0.12941176 0.2        0.24313725]
  ...
  [0.27058824 0.26666667 0.36862745]
  [0.3372549  0.34509804 0.43921569]
  [0.39215686 0.4        0.49411765]]]"
autistic\0316.jpg,autistic,0,"[[[0.30196078 0.40392157 0.35294118]
  [0.28235294 0.38431373 0.33333333]
  [0.25098039 0.34509804 0.30588235]
  ...
  [0.10980392 0.0745098  0.03921569]
  [0.12941176 0.08627451 0.05490196]
  [0.12156863 0.07843137 0.04705882]]

 [[0.30588235 0.40784314 0.35686275]
  [0.29019608 0.39215686 0.34117647]
  [0.2627451  0.35686275 0.31764706]
  ...
  [0.10588235 0.07058824 0.03529412]
  [0.12156863 0.07843137 0.04705882]
  [0.11764706 0.0745098  0.04313725]]

 [[0.30196078 0.39607843 0.34901961]
  [0.29019608 0.38431373 0.3372549 ]
  [0.2627451  0.35686275 0.31764706]
  ...
  [0.10196078 0.06666667 0.03137255]
  [0.11372549 0.07843137 0.04313725]
  [0.10980392 0.0745098  0.03921569]]

 ...

 [[0.22745098 0.27058824 0.25882353]
  [0.23529412 0.27843137 0.26666667]
  [0.24705882 0.28627451 0.2627451 ]
  ...
  [0.78039216 0.61568627 0.94117647]
  [0.77254902 0.61176471 0.94509804]
  [0.78823529 0.62352941 0.96470588]]

 [[0.23529412 0.27058824 0.25882353]
  [0.25490196 0.29019608 0.27843137]
  [0.27058824 0.29803922 0.27843137]
  ...
  [0.78431373 0.62745098 0.94901961]
  [0.77254902 0.61176471 0.94509804]
  [0.77647059 0.61176471 0.95294118]]

 [[0.23529412 0.27058824 0.25882353]
  [0.2627451  0.29803922 0.28627451]
  [0.28627451 0.31372549 0.29411765]
  ...
  [0.78431373 0.62745098 0.94901961]
  [0.77647059 0.61568627 0.94901961]
  [0.77647059 0.61176471 0.95294118]]]"
autistic\0403.jpg,autistic,0,"[[[0.76862745 0.82352941 0.71372549]
  [0.86666667 0.92156863 0.82745098]
  [0.89411765 0.96078431 0.90980392]
  ...
  [0.5372549  0.80784314 0.76470588]
  [0.55686275 0.82745098 0.77647059]
  [0.52941176 0.8        0.74901961]]

 [[0.76862745 0.81568627 0.72941176]
  [0.81568627 0.87058824 0.8       ]
  [0.81960784 0.87843137 0.84705882]
  ...
  [0.49411765 0.76078431 0.71764706]
  [0.52941176 0.79607843 0.75294118]
  [0.51764706 0.78823529 0.7372549 ]]

 [[0.69019608 0.72941176 0.68235294]
  [0.68235294 0.73333333 0.70196078]
  [0.6627451  0.7254902  0.72156863]
  ...
  [0.45490196 0.71372549 0.67058824]
  [0.5254902  0.78431373 0.74117647]
  [0.52941176 0.78823529 0.74509804]]

 ...

 [[0.12156863 0.16862745 0.16862745]
  [0.1254902  0.17254902 0.17254902]
  [0.10588235 0.15294118 0.16078431]
  ...
  [0.22745098 0.46666667 0.6       ]
  [0.23529412 0.4745098  0.6       ]
  [0.23921569 0.47843137 0.60392157]]

 [[0.12156863 0.16078431 0.16078431]
  [0.12941176 0.16862745 0.16862745]
  [0.11764706 0.15686275 0.15686275]
  ...
  [0.24313725 0.48235294 0.60784314]
  [0.24705882 0.48627451 0.61176471]
  [0.24705882 0.49019608 0.60784314]]

 [[0.10980392 0.14901961 0.14901961]
  [0.1254902  0.16470588 0.16470588]
  [0.11764706 0.15686275 0.15686275]
  ...
  [0.25490196 0.49411765 0.61960784]
  [0.25490196 0.49803922 0.61568627]
  [0.25098039 0.49411765 0.61176471]]]"
non_autistic\1113.jpg,non_autistic,1,"[[[0.27058824 0.48235294 0.61960784]
  [0.16470588 0.37647059 0.51372549]
  [0.19215686 0.39607843 0.5372549 ]
  ...
  [0.16470588 0.3372549  0.45098039]
  [0.11372549 0.29019608 0.39607843]
  [0.14901961 0.3254902  0.43137255]]

 [[0.2        0.41176471 0.54901961]
  [0.18039216 0.39215686 0.52941176]
  [0.21176471 0.41568627 0.55686275]
  ...
  [0.17254902 0.34509804 0.45882353]
  [0.10980392 0.28627451 0.39215686]
  [0.1372549  0.31372549 0.41960784]]

 [[0.18039216 0.39215686 0.52941176]
  [0.24705882 0.45882353 0.59607843]
  [0.25098039 0.45490196 0.59607843]
  ...
  [0.18823529 0.36078431 0.4745098 ]
  [0.12156863 0.29411765 0.40784314]
  [0.12941176 0.30196078 0.41568627]]

 ...

 [[0.16078431 0.36078431 0.52941176]
  [0.18039216 0.38039216 0.54901961]
  [0.15294118 0.34509804 0.51764706]
  ...
  [0.08627451 0.21176471 0.34901961]
  [0.08235294 0.19215686 0.32941176]
  [0.08627451 0.19607843 0.33333333]]

 [[0.19215686 0.39215686 0.56078431]
  [0.16862745 0.36862745 0.5372549 ]
  [0.12156863 0.31372549 0.48627451]
  ...
  [0.0745098  0.2        0.3372549 ]
  [0.06666667 0.17647059 0.31372549]
  [0.0745098  0.18431373 0.32156863]]

 [[0.18039216 0.38039216 0.54901961]
  [0.11764706 0.31764706 0.48627451]
  [0.07843137 0.27058824 0.44313725]
  ...
  [0.0627451  0.18823529 0.3254902 ]
  [0.05098039 0.16078431 0.29803922]
  [0.05490196 0.16470588 0.30196078]]]"
non_autistic\0068.jpg,non_autistic,1,"[[[0.45882353 0.80784314 0.91372549]
  [0.4627451  0.81176471 0.91764706]
  [0.4627451  0.81176471 0.91764706]
  ...
  [0.44313725 0.8        0.95294118]
  [0.43921569 0.79607843 0.94901961]
  [0.43529412 0.79215686 0.94509804]]

 [[0.4627451  0.81176471 0.91764706]
  [0.46666667 0.81568627 0.92156863]
  [0.46666667 0.81568627 0.92156863]
  ...
  [0.44313725 0.8        0.95294118]
  [0.44313725 0.8        0.95294118]
  [0.43921569 0.79607843 0.94901961]]

 [[0.46666667 0.81960784 0.91764706]
  [0.46666667 0.81960784 0.91764706]
  [0.46666667 0.81568627 0.92156863]
  ...
  [0.44313725 0.8        0.95294118]
  [0.44313725 0.8        0.95294118]
  [0.44313725 0.8        0.95294118]]

 ...

 [[0.03921569 0.08235294 0.11372549]
  [0.03921569 0.08235294 0.11372549]
  [0.03529412 0.07843137 0.10980392]
  ...
  [0.1372549  0.07058824 0.10588235]
  [0.14509804 0.07058824 0.10588235]
  [0.14509804 0.07058824 0.10588235]]

 [[0.04313725 0.07843137 0.11764706]
  [0.04313725 0.07843137 0.11764706]
  [0.03529412 0.07058824 0.10980392]
  ...
  [0.15294118 0.08235294 0.10980392]
  [0.14509804 0.07058824 0.10588235]
  [0.14117647 0.06666667 0.10196078]]

 [[0.03529412 0.07058824 0.10980392]
  [0.03529412 0.07058824 0.10980392]
  [0.02745098 0.0627451  0.10196078]
  ...
  [0.15294118 0.08235294 0.10980392]
  [0.14901961 0.0745098  0.10980392]
  [0.1372549  0.0627451  0.09803922]]]"
autistic\1019.jpg,autistic,0,"[[[0.90588235 0.89019608 0.87058824]
  [0.90588235 0.89019608 0.87058824]
  [0.90588235 0.89019608 0.87058824]
  ...
  [0.9372549  0.90980392 0.89803922]
  [0.9372549  0.90980392 0.89803922]
  [0.9372549  0.90980392 0.89803922]]

 [[0.90196078 0.88627451 0.86666667]
  [0.90196078 0.88627451 0.86666667]
  [0.90196078 0.88627451 0.86666667]
  ...
  [0.9372549  0.90980392 0.89803922]
  [0.9372549  0.90980392 0.89803922]
  [0.9372549  0.90980392 0.89803922]]

 [[0.90196078 0.88235294 0.87058824]
  [0.90196078 0.88235294 0.87058824]
  [0.90196078 0.88235294 0.87058824]
  ...
  [0.9372549  0.90980392 0.89803922]
  [0.9372549  0.90980392 0.89803922]
  [0.9372549  0.90980392 0.89803922]]

 ...

 [[0.33333333 0.24313725 0.21176471]
  [0.33333333 0.24313725 0.21176471]
  [0.32941176 0.24705882 0.21568627]
  ...
  [0.41176471 0.2745098  0.25882353]
  [0.43137255 0.28627451 0.27058824]
  [0.41568627 0.27843137 0.2627451 ]]

 [[0.33333333 0.24705882 0.20392157]
  [0.3254902  0.23921569 0.19607843]
  [0.3254902  0.24705882 0.20392157]
  ...
  [0.41960784 0.29411765 0.2745098 ]
  [0.42745098 0.29019608 0.27843137]
  [0.41176471 0.28235294 0.27058824]]

 [[0.3372549  0.25098039 0.20392157]
  [0.31764706 0.23137255 0.18431373]
  [0.30980392 0.23137255 0.18823529]
  ...
  [0.4        0.2745098  0.25490196]
  [0.41176471 0.28235294 0.27058824]
  [0.42745098 0.29803922 0.28627451]]]"
non_autistic\0598.jpg,non_autistic,1,"[[[0.22745098 0.19607843 0.10588235]
  [0.27058824 0.23137255 0.1372549 ]
  [0.30980392 0.2627451  0.16862745]
  ...
  [0.33333333 0.39215686 0.37647059]
  [0.36470588 0.4        0.36078431]
  [0.25098039 0.28235294 0.23921569]]

 [[0.22352941 0.19215686 0.10196078]
  [0.2627451  0.22352941 0.12941176]
  [0.30588235 0.25098039 0.16078431]
  ...
  [0.35686275 0.41176471 0.39607843]
  [0.38039216 0.41568627 0.37647059]
  [0.24313725 0.2745098  0.23137255]]

 [[0.23529412 0.19215686 0.10588235]
  [0.2627451  0.22352941 0.12941176]
  [0.30196078 0.24705882 0.15686275]
  ...
  [0.38823529 0.44313725 0.42745098]
  [0.4        0.43529412 0.39607843]
  [0.24313725 0.2745098  0.23137255]]

 ...

 [[0.00392157 0.         0.02745098]
  [0.01176471 0.00392157 0.02745098]
  [0.03137255 0.01568627 0.03921569]
  ...
  [0.2745098  0.45098039 0.61960784]
  [0.2745098  0.45098039 0.61960784]
  [0.2745098  0.45098039 0.61960784]]

 [[0.00392157 0.00392157 0.02745098]
  [0.01568627 0.01568627 0.03921569]
  [0.00784314 0.         0.01568627]
  ...
  [0.27058824 0.44705882 0.61568627]
  [0.27058824 0.44705882 0.61568627]
  [0.27058824 0.44705882 0.61568627]]

 [[0.         0.         0.01960784]
  [0.         0.         0.02352941]
  [0.03137255 0.01568627 0.03529412]
  ...
  [0.27058824 0.44705882 0.61568627]
  [0.2745098  0.45098039 0.61960784]
  [0.27843137 0.45490196 0.62352941]]]"
non_autistic\0316.jpg,non_autistic,1,"[[[0.25098039 0.31764706 0.4       ]
  [0.30196078 0.36862745 0.45098039]
  [0.39215686 0.4627451  0.55294118]
  ...
  [0.45882353 0.61568627 0.75294118]
  [0.54901961 0.70196078 0.85490196]
  [0.58431373 0.7372549  0.89019608]]

 [[0.18039216 0.25490196 0.3372549 ]
  [0.21568627 0.29019608 0.37254902]
  [0.34117647 0.42352941 0.50980392]
  ...
  [0.51372549 0.69019608 0.82352941]
  [0.49019608 0.6627451  0.80784314]
  [0.48627451 0.65882353 0.80392157]]

 [[0.14509804 0.23921569 0.31764706]
  [0.0627451  0.15686275 0.23529412]
  [0.19607843 0.28627451 0.37254902]
  ...
  [0.59215686 0.79607843 0.91372549]
  [0.59215686 0.79215686 0.91764706]
  [0.61176471 0.81176471 0.94117647]]

 ...

 [[0.81960784 0.87843137 0.8627451 ]
  [0.81960784 0.88235294 0.85490196]
  [0.82352941 0.88235294 0.86666667]
  ...
  [0.40392157 0.37254902 0.32156863]
  [0.34509804 0.32156863 0.27843137]
  [0.59607843 0.57254902 0.52941176]]

 [[0.81176471 0.8627451  0.85490196]
  [0.81176471 0.86666667 0.85098039]
  [0.81568627 0.86666667 0.85882353]
  ...
  [0.38823529 0.35686275 0.30588235]
  [0.45882353 0.43529412 0.39215686]
  [0.45882353 0.43137255 0.39607843]]

 [[0.80392157 0.85490196 0.84705882]
  [0.80784314 0.85882353 0.85098039]
  [0.81176471 0.8627451  0.85490196]
  ...
  [0.8745098  0.84313725 0.79215686]
  [0.93333333 0.90588235 0.87058824]
  [0.44705882 0.41960784 0.38431373]]]"
non_autistic\0701.jpg,non_autistic,1,"[[[0.81960784 0.74901961 0.72156863]
  [0.78823529 0.7254902  0.70196078]
  [0.7372549  0.68627451 0.67843137]
  ...
  [0.31764706 0.38039216 0.40392157]
  [0.30980392 0.37254902 0.39607843]
  [0.30196078 0.36470588 0.38823529]]

 [[0.85098039 0.78431373 0.74901961]
  [0.81960784 0.75686275 0.72941176]
  [0.76470588 0.71764706 0.70196078]
  ...
  [0.3254902  0.38823529 0.41176471]
  [0.31764706 0.38039216 0.40392157]
  [0.31372549 0.37647059 0.4       ]]

 [[0.88235294 0.81176471 0.76862745]
  [0.85098039 0.78431373 0.74901961]
  [0.8        0.74901961 0.71764706]
  ...
  [0.32941176 0.39607843 0.40784314]
  [0.32156863 0.38823529 0.4       ]
  [0.31764706 0.38431373 0.39607843]]

 ...

 [[0.38039216 0.45882353 0.52941176]
  [0.40392157 0.48235294 0.55294118]
  [0.42745098 0.50588235 0.57647059]
  ...
  [0.25882353 0.30588235 0.34509804]
  [0.2745098  0.32156863 0.36862745]
  [0.27843137 0.3254902  0.37254902]]

 [[0.37254902 0.45882353 0.52941176]
  [0.39607843 0.48235294 0.55294118]
  [0.41960784 0.50588235 0.57647059]
  ...
  [0.25882353 0.30588235 0.34509804]
  [0.27843137 0.3254902  0.37254902]
  [0.28627451 0.33333333 0.38039216]]

 [[0.37254902 0.45882353 0.52941176]
  [0.4        0.48627451 0.55686275]
  [0.42352941 0.50980392 0.58039216]
  ...
  [0.25490196 0.30196078 0.34117647]
  [0.2745098  0.32156863 0.36862745]
  [0.29019608 0.3372549  0.38431373]]]"
autistic\0802.jpg,autistic,0,"[[[0.37647059 0.49803922 0.50196078]
  [0.37647059 0.49803922 0.50196078]
  [0.38039216 0.51372549 0.51372549]
  ...
  [0.0745098  0.10588235 0.19607843]
  [0.0745098  0.11764706 0.20392157]
  [0.0745098  0.11764706 0.20392157]]

 [[0.36470588 0.48627451 0.49019608]
  [0.36862745 0.49019608 0.49411765]
  [0.37647059 0.50980392 0.50980392]
  ...
  [0.07843137 0.10980392 0.2       ]
  [0.0745098  0.11764706 0.20392157]
  [0.0745098  0.11764706 0.20392157]]

 [[0.35294118 0.4745098  0.47843137]
  [0.36078431 0.48235294 0.48627451]
  [0.37647059 0.50980392 0.50980392]
  ...
  [0.07843137 0.10980392 0.2       ]
  [0.07843137 0.12156863 0.20784314]
  [0.07843137 0.12156863 0.20784314]]

 ...

 [[0.36078431 0.49411765 0.55686275]
  [0.36470588 0.49803922 0.56078431]
  [0.36470588 0.49411765 0.55686275]
  ...
  [0.98039216 0.98039216 0.68235294]
  [1.         0.99215686 0.69803922]
  [0.98431373 0.98431373 0.68627451]]

 [[0.36862745 0.49803922 0.56078431]
  [0.36862745 0.49803922 0.56078431]
  [0.37647059 0.49411765 0.56078431]
  ...
  [0.99215686 0.98039216 0.68627451]
  [1.         0.98823529 0.69411765]
  [1.         0.99607843 0.69019608]]

 [[0.36862745 0.49803922 0.56078431]
  [0.37254902 0.50196078 0.56470588]
  [0.37647059 0.49411765 0.56078431]
  ...
  [1.         1.         0.70588235]
  [1.         1.         0.69411765]
  [1.         0.99215686 0.68627451]]]"
non_autistic\0087.jpg,non_autistic,1,"[[[0.20784314 0.29411765 0.3372549 ]
  [0.20784314 0.29411765 0.3372549 ]
  [0.20392157 0.29019608 0.33333333]
  ...
  [0.14117647 0.22745098 0.3372549 ]
  [0.13333333 0.21960784 0.32941176]
  [0.1254902  0.21568627 0.31764706]]

 [[0.21176471 0.29803922 0.34117647]
  [0.20784314 0.29411765 0.3372549 ]
  [0.20392157 0.29019608 0.33333333]
  ...
  [0.16470588 0.24705882 0.36862745]
  [0.14117647 0.22745098 0.3372549 ]
  [0.12941176 0.21960784 0.32156863]]

 [[0.21568627 0.29411765 0.3372549 ]
  [0.21568627 0.29411765 0.3372549 ]
  [0.21176471 0.29019608 0.33333333]
  ...
  [0.19607843 0.27843137 0.4       ]
  [0.16078431 0.24705882 0.35686275]
  [0.1372549  0.22352941 0.33333333]]

 ...

 [[0.14509804 0.18039216 0.21568627]
  [0.14509804 0.18039216 0.21568627]
  [0.14509804 0.18039216 0.21568627]
  ...
  [0.07843137 0.04705882 0.46666667]
  [0.11372549 0.07843137 0.50980392]
  [0.10588235 0.07058824 0.50196078]]

 [[0.14117647 0.17647059 0.21176471]
  [0.14117647 0.17647059 0.21176471]
  [0.14117647 0.17647059 0.21176471]
  ...
  [0.06666667 0.03529412 0.45490196]
  [0.09411765 0.05882353 0.49019608]
  [0.10196078 0.06666667 0.49803922]]

 [[0.14509804 0.18039216 0.21568627]
  [0.14117647 0.17647059 0.21176471]
  [0.14117647 0.17647059 0.21176471]
  ...
  [0.05882353 0.02745098 0.44705882]
  [0.08235294 0.04705882 0.47843137]
  [0.08235294 0.04705882 0.47843137]]]"
non_autistic\0285.jpg,non_autistic,1,"[[[0.03529412 0.0745098  0.00784314]
  [0.03137255 0.07058824 0.00392157]
  [0.03137255 0.0745098  0.        ]
  ...
  [0.23921569 0.30588235 0.34117647]
  [0.20784314 0.27843137 0.30588235]
  [0.15294118 0.22352941 0.25098039]]

 [[0.03137255 0.0627451  0.        ]
  [0.03921569 0.07843137 0.01176471]
  [0.04705882 0.09019608 0.01176471]
  ...
  [0.12156863 0.18823529 0.22352941]
  [0.18823529 0.25882353 0.28627451]
  [0.17647059 0.24705882 0.2745098 ]]

 [[0.05490196 0.07843137 0.00392157]
  [0.05882353 0.09411765 0.01568627]
  [0.05882353 0.09411765 0.01568627]
  ...
  [0.14117647 0.20784314 0.24313725]
  [0.18039216 0.24705882 0.28235294]
  [0.16470588 0.23137255 0.26666667]]

 ...

 [[0.15294118 0.18823529 0.22745098]
  [0.14901961 0.18431373 0.22352941]
  [0.14901961 0.17254902 0.21568627]
  ...
  [0.04705882 0.23137255 0.4745098 ]
  [0.04705882 0.23137255 0.4745098 ]
  [0.04705882 0.23137255 0.4745098 ]]

 [[0.15686275 0.19215686 0.24313725]
  [0.15294118 0.19215686 0.23137255]
  [0.14509804 0.18039216 0.21960784]
  ...
  [0.03921569 0.23137255 0.4745098 ]
  [0.03921569 0.22745098 0.47843137]
  [0.03921569 0.22745098 0.47843137]]

 [[0.16862745 0.20392157 0.25490196]
  [0.15686275 0.19215686 0.24313725]
  [0.14901961 0.18431373 0.22352941]
  ...
  [0.03921569 0.23137255 0.4745098 ]
  [0.03921569 0.22745098 0.47843137]
  [0.03921569 0.22745098 0.47843137]]]"
autistic\1091.jpg,autistic,0,"[[[0.78431373 0.83529412 0.82745098]
  [0.78431373 0.83529412 0.82745098]
  [0.78431373 0.83529412 0.82745098]
  ...
  [0.68627451 0.77254902 0.79215686]
  [0.68627451 0.77647059 0.78431373]
  [0.68627451 0.77647059 0.78431373]]

 [[0.78431373 0.83529412 0.82745098]
  [0.78431373 0.83529412 0.82745098]
  [0.78431373 0.83529412 0.82745098]
  ...
  [0.68627451 0.77254902 0.79215686]
  [0.68627451 0.77647059 0.78431373]
  [0.68627451 0.77647059 0.78431373]]

 [[0.78431373 0.83529412 0.82745098]
  [0.78431373 0.83529412 0.82745098]
  [0.78431373 0.83529412 0.82745098]
  ...
  [0.69411765 0.77254902 0.79215686]
  [0.68627451 0.77647059 0.78431373]
  [0.68627451 0.77647059 0.78431373]]

 ...

 [[0.09803922 0.08235294 0.1254902 ]
  [0.11372549 0.09803922 0.14117647]
  [0.12941176 0.11372549 0.15686275]
  ...
  [0.56862745 0.60784314 0.76470588]
  [0.54509804 0.59215686 0.74901961]
  [0.5372549  0.58431373 0.74117647]]

 [[0.10980392 0.10196078 0.14901961]
  [0.11764706 0.10980392 0.15686275]
  [0.1372549  0.13333333 0.17254902]
  ...
  [0.55686275 0.59607843 0.75294118]
  [0.53333333 0.58039216 0.7372549 ]
  [0.52941176 0.57647059 0.73333333]]

 [[0.09803922 0.09019608 0.1372549 ]
  [0.10588235 0.09803922 0.14509804]
  [0.13333333 0.12941176 0.16862745]
  ...
  [0.54901961 0.58823529 0.74509804]
  [0.53333333 0.58039216 0.7372549 ]
  [0.52941176 0.57647059 0.73333333]]]"
non_autistic\1262.jpg,non_autistic,1,"[[[0.1372549  0.27058824 0.36078431]
  [0.14117647 0.2745098  0.36470588]
  [0.16078431 0.28235294 0.38039216]
  ...
  [0.14901961 0.2627451  0.43529412]
  [0.15294118 0.25882353 0.43137255]
  [0.14117647 0.24705882 0.41960784]]

 [[0.14509804 0.27843137 0.36862745]
  [0.14509804 0.27843137 0.36862745]
  [0.15686275 0.27843137 0.37647059]
  ...
  [0.14509804 0.25882353 0.43137255]
  [0.14509804 0.25098039 0.42352941]
  [0.13333333 0.23921569 0.41176471]]

 [[0.16078431 0.28235294 0.38039216]
  [0.15294118 0.2745098  0.37254902]
  [0.14901961 0.27058824 0.36862745]
  ...
  [0.14901961 0.2627451  0.43529412]
  [0.14117647 0.24705882 0.41960784]
  [0.12941176 0.23529412 0.40784314]]

 ...

 [[0.57254902 0.54901961 0.55294118]
  [0.57254902 0.54901961 0.55294118]
  [0.56862745 0.54901961 0.55294118]
  ...
  [0.8627451  0.84313725 0.84705882]
  [0.8745098  0.85490196 0.85882353]
  [0.90588235 0.88627451 0.89019608]]

 [[0.57647059 0.55294118 0.55686275]
  [0.57647059 0.55294118 0.55686275]
  [0.57254902 0.55294118 0.55686275]
  ...
  [0.87058824 0.85098039 0.85490196]
  [0.88627451 0.8627451  0.86666667]
  [0.91372549 0.89019608 0.89411765]]

 [[0.58039216 0.55686275 0.56078431]
  [0.58039216 0.55686275 0.56078431]
  [0.57647059 0.55686275 0.56078431]
  ...
  [0.87843137 0.85882353 0.8627451 ]
  [0.89411765 0.87058824 0.8745098 ]
  [0.92156863 0.89803922 0.90196078]]]"
autistic\1010.jpg,autistic,0,"[[[0.68627451 0.67843137 0.60784314]
  [0.68235294 0.6745098  0.60392157]
  [0.67843137 0.67058824 0.6       ]
  ...
  [0.7372549  0.72941176 0.69803922]
  [0.7372549  0.72941176 0.69803922]
  [0.73333333 0.7254902  0.69411765]]

 [[0.68627451 0.67843137 0.60784314]
  [0.68235294 0.6745098  0.60392157]
  [0.67843137 0.67058824 0.6       ]
  ...
  [0.72941176 0.73333333 0.69803922]
  [0.7372549  0.72941176 0.69803922]
  [0.72941176 0.73333333 0.69803922]]

 [[0.68627451 0.67843137 0.60784314]
  [0.68235294 0.6745098  0.60392157]
  [0.67843137 0.67058824 0.6       ]
  ...
  [0.72156863 0.73333333 0.69803922]
  [0.72941176 0.73333333 0.69803922]
  [0.72156863 0.73333333 0.69803922]]

 ...

 [[0.30196078 0.31764706 0.3372549 ]
  [0.29411765 0.31764706 0.3372549 ]
  [0.30196078 0.31764706 0.3372549 ]
  ...
  [0.41960784 0.43529412 0.50588235]
  [0.40784314 0.42352941 0.49411765]
  [0.38039216 0.39607843 0.46666667]]

 [[0.27843137 0.29019608 0.30588235]
  [0.26666667 0.28627451 0.29803922]
  [0.25882353 0.27058824 0.28627451]
  ...
  [0.39215686 0.41176471 0.47058824]
  [0.43921569 0.45882353 0.51764706]
  [0.46666667 0.48627451 0.54509804]]

 [[0.26666667 0.27843137 0.29411765]
  [0.25882353 0.27058824 0.28627451]
  [0.24313725 0.25490196 0.27058824]
  ...
  [0.38431373 0.40392157 0.4627451 ]
  [0.42352941 0.44313725 0.50196078]
  [0.45882353 0.47843137 0.5372549 ]]]"
non_autistic\0751.jpg,non_autistic,1,"[[[0.29019608 0.27058824 0.27843137]
  [0.28627451 0.26666667 0.2745098 ]
  [0.28235294 0.2627451  0.27058824]
  ...
  [0.17254902 0.17254902 0.19607843]
  [0.21176471 0.20392157 0.22745098]
  [0.24705882 0.23921569 0.2627451 ]]

 [[0.28627451 0.26666667 0.2745098 ]
  [0.28627451 0.26666667 0.2745098 ]
  [0.28627451 0.26666667 0.2745098 ]
  ...
  [0.1372549  0.1372549  0.16078431]
  [0.20784314 0.2        0.22352941]
  [0.22352941 0.21568627 0.23921569]]

 [[0.28627451 0.26666667 0.2745098 ]
  [0.28627451 0.26666667 0.2745098 ]
  [0.29019608 0.27058824 0.27843137]
  ...
  [0.10196078 0.10196078 0.1254902 ]
  [0.18431373 0.17647059 0.2       ]
  [0.21176471 0.20392157 0.22745098]]

 ...

 [[0.74117647 0.7254902  0.76862745]
  [0.77647059 0.76078431 0.80392157]
  [0.79607843 0.79215686 0.83137255]
  ...
  [0.29411765 0.34901961 0.49019608]
  [0.32156863 0.37647059 0.51764706]
  [0.22352941 0.28627451 0.42745098]]

 [[0.78431373 0.76470588 0.8       ]
  [0.8        0.78823529 0.82352941]
  [0.8        0.79607843 0.83137255]
  ...
  [0.32156863 0.39215686 0.5372549 ]
  [0.34117647 0.41176471 0.55686275]
  [0.28627451 0.35686275 0.50196078]]

 [[0.80784314 0.78823529 0.82352941]
  [0.81176471 0.8        0.83529412]
  [0.79215686 0.78823529 0.82352941]
  ...
  [0.26666667 0.3372549  0.48235294]
  [0.24313725 0.31764706 0.46666667]
  [0.25098039 0.3254902  0.4745098 ]]]"
